cruise,date,latitude,longitude,cast,niskin,depth,depth_grp
EN608,2018-02-04 03:45:20+00:00,40.0798,-70.84752,22,23,7,"(4.5,6]"
EN608,2018-02-04 03:45:29+00:00,40.07977,-70.84747,22,24,6,"(4.5,6]"
EN608,2018-02-04 06:29:33+00:00,40.206,-70.86258,23,1,6,"(4.5,6]"
EN608,2018-02-04 08:41:45+00:00,40.35478,-70.76336,24,1,4,"(3,4.5]"
EN608,2018-02-04 10:59:53+00:00,40.5274,-70.88318,25,1,4,"(3,4.5]"
EN608,2018-02-04 12:43:22+00:00,40.69415,-70.88094,26,1,4,"(3,4.5]"
EN608,2018-02-04 14:15:24+00:00,40.86251,-70.8818,27,1,5,"(4.5,6]"
EN608,2018-02-04 18:25:02+00:00,41.02938,-70.87988,28,1,4,"(3,4.5]"
EN608,2018-02-04 21:11:19+00:00,41.1971,-70.88366,29,1,3,"(1.5,3]"
EN608,2018-02-04 21:11:26+00:00,41.19712,-70.88366,29,2,3,"(1.5,3]"
EN608,2018-02-05 00:07:32+00:00,41.3224,-70.5752,30,1,13,"(12,13.5]"
EN608,2018-02-05 00:07:39+00:00,41.3224,-70.57514,30,2,13,"(12,13.5]"
EN608,2018-02-05 00:07:46+00:00,41.3224,-70.5751,30,3,14,"(13.5,15]"
EN608,2018-02-05 00:07:54+00:00,41.32238,-70.57506,30,4,14,"(12,13.5]"
EN608,2018-02-05 00:09:33+00:00,41.32224,-70.5747,30,5,10,"(9,10.5]"
EN608,2018-02-05 00:09:39+00:00,41.32224,-70.57469,30,6,10,"(9,10.5]"
EN608,2018-02-05 00:09:46+00:00,41.32224,-70.57466,30,7,9,"(7.5,9]"
EN608,2018-02-05 00:09:52+00:00,41.32224,-70.57464,30,8,9,"(7.5,9]"
EN608,2018-02-05 00:11:54+00:00,41.32222,-70.57423,30,9,4,"(3,4.5]"
EN608,2018-02-05 00:12:00+00:00,41.32222,-70.5742,30,10,3,"(3,4.5]"
EN608,2018-02-05 00:12:06+00:00,41.3222,-70.5742,30,11,3,"(3,4.5]"
EN608,2018-02-05 00:12:13+00:00,41.32218,-70.57417,30,12,4,"(3,4.5]"
EN608,2018-02-05 00:12:19+00:00,41.32218,-70.57412,30,13,4,"(3,4.5]"
EN608,2018-02-05 00:12:26+00:00,41.32216,-70.57409,30,14,4,"(3,4.5]"
EN617,2018-07-20 17:30:51+00:00,41.20191,-70.88546,1,1,17,"(16.5,18]"
EN617,2018-07-20 17:31:05+00:00,41.20196,-70.88542,1,2,17,"(16.5,18]"
EN617,2018-07-20 17:33:17+00:00,41.20235,-70.88547,1,3,12,"(10.5,12]"
EN617,2018-07-20 17:33:33+00:00,41.2024,-70.88545,1,4,12,"(10.5,12]"
EN617,2018-07-20 17:33:46+00:00,41.20244,-70.88544,1,5,12,"(10.5,12]"
EN617,2018-07-20 17:33:56+00:00,41.20246,-70.88546,1,6,12,"(10.5,12]"
EN617,2018-07-20 17:35:49+00:00,41.20276,-70.88546,1,7,7,"(6,7.5]"
EN617,2018-07-20 17:36:20+00:00,41.20284,-70.88546,1,8,7,"(6,7.5]"
EN617,2018-07-20 17:36:30+00:00,41.20284,-70.8855,1,9,7,"(6,7.5]"
EN617,2018-07-20 17:38:29+00:00,41.20318,-70.88549,1,10,1,"(0,1.5]"
EN617,2018-07-20 17:38:42+00:00,41.20324,-70.88548,1,11,1,"(0,1.5]"
EN617,2018-07-20 17:38:51+00:00,41.20326,-70.88546,1,12,1,"(0,1.5]"
EN617,2018-07-20 17:39:10+00:00,41.20332,-70.88548,1,13,1,"(0,1.5]"
EN617,2018-07-20 17:39:19+00:00,41.20336,-70.88546,1,14,1,"(0,1.5]"
EN617,2018-07-20 17:39:28+00:00,41.2034,-70.88544,1,15,1,"(0,1.5]"
EN617,2018-07-20 17:39:38+00:00,41.20341,-70.88546,1,16,1,"(0,1.5]"
EN617,2018-07-20 17:39:48+00:00,41.20346,-70.88546,1,17,1,"(0,1.5]"
EN617,2018-07-20 17:39:58+00:00,41.2035,-70.88542,1,18,1,"(0,1.5]"
EN617,2018-07-20 17:40:21+00:00,41.20356,-70.88544,1,19,1,"(0,1.5]"
EN617,2018-07-20 17:40:28+00:00,41.20358,-70.88546,1,20,1,"(0,1.5]"
EN617,2018-07-20 17:40:40+00:00,41.2036,-70.88546,1,21,1,"(0,1.5]"
EN617,2018-07-20 17:40:58+00:00,41.20368,-70.88542,1,22,1,"(0,1.5]"
EN617,2018-07-20 17:41:09+00:00,41.2037,-70.88546,1,23,1,"(0,1.5]"
EN617,2018-07-20 17:41:18+00:00,41.20374,-70.88545,1,24,1,"(0,1.5]"
EN617,2018-07-20 23:01:46+00:00,41.03118,-70.88,2,1,42,"(40.5,42]"
EN617,2018-07-20 23:02:05+00:00,41.03122,-70.87996,2,2,41,"(40.5,42]"
EN617,2018-07-20 23:04:29+00:00,41.03152,-70.8796,2,3,24,"(22.5,24]"
EN617,2018-07-20 23:04:38+00:00,41.03154,-70.87958,2,4,24,"(22.5,24]"
EN617,2018-07-20 23:04:46+00:00,41.03156,-70.87956,2,5,24,"(22.5,24]"
EN617,2018-07-20 23:04:54+00:00,41.03156,-70.87954,2,6,24,"(22.5,24]"
EN617,2018-07-20 23:06:39+00:00,41.03176,-70.87932,2,7,20,"(19.5,21]"
EN617,2018-07-20 23:06:47+00:00,41.03178,-70.8793,2,8,20,"(19.5,21]"
EN617,2018-07-20 23:06:56+00:00,41.03178,-70.87928,2,9,20,"(19.5,21]"
EN617,2018-07-20 23:07:06+00:00,41.0318,-70.87924,2,10,20,"(19.5,21]"
EN617,2018-07-20 23:07:16+00:00,41.03182,-70.87922,2,11,20,"(19.5,21]"
EN617,2018-07-20 23:09:22+00:00,41.03199,-70.87896,2,12,9,"(7.5,9]"
EN617,2018-07-20 23:09:29+00:00,41.032,-70.87894,2,13,10,"(7.5,9]"
EN617,2018-07-20 23:09:38+00:00,41.03202,-70.87892,2,14,9,"(7.5,9]"
EN617,2018-07-20 23:09:47+00:00,41.03204,-70.87892,2,15,9,"(7.5,9]"
EN617,2018-07-20 23:12:37+00:00,41.03232,-70.87858,2,16,3,"(1.5,3]"
EN617,2018-07-20 23:12:45+00:00,41.03234,-70.87856,2,17,3,"(1.5,3]"
EN617,2018-07-20 23:12:54+00:00,41.03236,-70.87854,2,18,2,"(1.5,3]"
EN617,2018-07-20 23:13:01+00:00,41.03238,-70.87854,2,19,3,"(1.5,3]"
EN617,2018-07-20 23:13:08+00:00,41.0324,-70.87852,2,20,3,"(1.5,3]"
EN617,2018-07-20 23:13:15+00:00,41.03242,-70.8785,2,21,2,"(1.5,3]"
EN617,2018-07-20 23:13:23+00:00,41.03243,-70.87849,2,22,3,"(1.5,3]"
EN617,2018-07-20 23:13:31+00:00,41.03244,-70.87848,2,23,2,"(1.5,3]"
EN617,2018-07-20 23:13:38+00:00,41.03246,-70.87846,2,24,2,"(1.5,3]"
EN617,2018-07-21 01:21:47+00:00,41.0292,-70.76874,3,1,16,"(15,16.5]"
EN617,2018-07-21 01:22:06+00:00,41.02918,-70.76868,3,2,16,"(15,16.5]"
EN617,2018-07-21 01:25:33+00:00,41.02875,-70.76822,3,3,3,"(1.5,3]"
EN617,2018-07-21 01:25:44+00:00,41.02874,-70.76819,3,4,3,"(1.5,3]"
EN617,2018-07-21 03:03:57+00:00,41.02947,-70.98997,4,1,12,"(10.5,12]"
EN617,2018-07-21 03:04:05+00:00,41.02946,-70.98995,4,2,12,"(10.5,12]"
EN617,2018-07-21 03:04:12+00:00,41.02943,-70.98992,4,3,12,"(10.5,12]"
EN617,2018-07-21 03:04:20+00:00,41.0294,-70.98992,4,4,12,"(10.5,12]"
EN617,2018-07-21 03:05:54+00:00,41.0292,-70.98969,4,5,3,"(1.5,3]"
EN617,2018-07-21 03:06:09+00:00,41.02918,-70.98964,4,6,3,"(1.5,3]"
EN617,2018-07-21 03:06:17+00:00,41.02916,-70.98964,4,7,3,"(1.5,3]"
EN617,2018-07-21 03:06:24+00:00,41.02914,-70.9896,4,8,3,"(1.5,3]"
EN617,2018-07-21 03:06:31+00:00,41.02913,-70.98958,4,9,3,"(1.5,3]"
EN617,2018-07-21 03:06:39+00:00,41.02911,-70.98956,4,10,3,"(1.5,3]"
EN617,2018-07-21 03:06:46+00:00,41.02909,-70.98954,4,11,3,"(1.5,3]"
EN617,2018-07-21 03:06:56+00:00,41.02907,-70.98952,4,12,3,"(1.5,3]"
EN617,2018-07-21 03:07:02+00:00,41.02906,-70.98952,4,13,3,"(1.5,3]"
EN617,2018-07-21 03:07:10+00:00,41.02904,-70.9895,4,14,3,"(1.5,3]"
EN617,2018-07-21 03:07:16+00:00,41.02904,-70.98947,4,15,3,"(1.5,3]"
EN617,2018-07-21 03:07:23+00:00,41.02902,-70.98944,4,16,3,"(1.5,3]"
EN617,2018-07-21 03:07:30+00:00,41.029,-70.98944,4,17,3,"(1.5,3]"
EN617,2018-07-21 03:07:37+00:00,41.029,-70.98942,4,18,3,"(1.5,3]"
EN617,2018-07-21 03:07:44+00:00,41.02897,-70.98942,4,19,3,"(1.5,3]"
EN617,2018-07-21 03:07:51+00:00,41.02896,-70.9894,4,20,3,"(1.5,3]"
EN617,2018-07-21 03:07:58+00:00,41.02894,-70.98937,4,21,3,"(1.5,3]"
EN617,2018-07-21 03:08:04+00:00,41.02893,-70.98934,4,22,3,"(1.5,3]"
EN617,2018-07-21 03:08:11+00:00,41.02892,-70.98932,4,23,3,"(1.5,3]"
EN617,2018-07-21 03:08:18+00:00,41.02892,-70.9893,4,24,3,"(1.5,3]"
EN617,2018-07-21 06:47:34+00:00,40.8642,-70.88471,5,1,51,"(49.5,51]"
EN617,2018-07-21 06:47:55+00:00,40.86422,-70.8848,5,2,51,"(49.5,51]"
EN617,2018-07-21 06:50:55+00:00,40.86436,-70.8855,5,3,29,"(28.5,30]"
EN617,2018-07-21 06:51:04+00:00,40.86436,-70.88554,5,4,30,"(28.5,30]"
EN617,2018-07-21 06:53:39+00:00,40.86446,-70.88616,5,5,25,"(24,25.5]"
EN617,2018-07-21 06:53:47+00:00,40.86447,-70.8862,5,6,25,"(24,25.5]"
EN617,2018-07-21 06:53:57+00:00,40.86448,-70.88624,5,7,25,"(24,25.5]"
EN617,2018-07-21 06:57:02+00:00,40.86468,-70.88694,5,8,14,"(13.5,15]"
EN617,2018-07-21 06:57:15+00:00,40.86469,-70.88699,5,9,14,"(13.5,15]"
EN617,2018-07-21 06:57:26+00:00,40.8647,-70.88704,5,10,14,"(13.5,15]"
EN617,2018-07-21 06:57:39+00:00,40.86472,-70.88708,5,11,14,"(13.5,15]"
EN617,2018-07-21 07:00:13+00:00,40.86487,-70.88765,5,12,10,"(7.5,9]"
EN617,2018-07-21 07:00:21+00:00,40.86488,-70.88768,5,13,9,"(7.5,9]"
EN617,2018-07-21 07:03:02+00:00,40.86498,-70.88832,5,14,1,"(0,1.5]"
EN617,2018-07-21 07:03:16+00:00,40.865,-70.88838,5,15,1,"(0,1.5]"
EN617,2018-07-21 07:03:24+00:00,40.865,-70.88841,5,16,1,"(0,1.5]"
EN617,2018-07-21 07:04:05+00:00,40.86502,-70.88858,5,17,1,"(0,1.5]"
EN617,2018-07-21 07:04:40+00:00,40.865,-70.88872,5,18,1,"(0,1.5]"
EN617,2018-07-21 07:04:47+00:00,40.86502,-70.88876,5,19,1,"(0,1.5]"
EN617,2018-07-21 07:04:57+00:00,40.86502,-70.8888,5,20,1,"(0,1.5]"
EN617,2018-07-21 07:05:07+00:00,40.86504,-70.88884,5,21,1,"(0,1.5]"
EN617,2018-07-21 07:05:14+00:00,40.86504,-70.88888,5,22,1,"(0,1.5]"
EN617,2018-07-21 07:05:26+00:00,40.86504,-70.88894,5,23,1,"(0,1.5]"
EN617,2018-07-21 07:05:39+00:00,40.86506,-70.88898,5,24,1,"(0,1.5]"
EN617,2018-07-21 11:11:37+00:00,40.70184,-70.7724,6,1,20,"(19.5,21]"
EN617,2018-07-21 11:11:49+00:00,40.70188,-70.77239,6,2,20,"(19.5,21]"
EN617,2018-07-21 11:11:59+00:00,40.70187,-70.77237,6,3,20,"(19.5,21]"
EN617,2018-07-21 11:15:18+00:00,40.70234,-70.77222,6,4,2,"(1.5,3]"
EN617,2018-07-21 11:15:28+00:00,40.70236,-70.77222,6,5,2,"(1.5,3]"
EN617,2018-07-21 11:15:35+00:00,40.70238,-70.7722,6,6,2,"(1.5,3]"
EN617,2018-07-21 11:15:45+00:00,40.7024,-70.7722,6,7,2,"(1.5,3]"
EN617,2018-07-21 11:15:51+00:00,40.7024,-70.7722,6,8,2,"(1.5,3]"
EN617,2018-07-21 11:16:00+00:00,40.70242,-70.77218,6,9,2,"(1.5,3]"
EN617,2018-07-21 11:16:07+00:00,40.70243,-70.77218,6,10,2,"(1.5,3]"
EN617,2018-07-21 11:16:20+00:00,40.70248,-70.77216,6,11,2,"(1.5,3]"
EN617,2018-07-21 11:16:28+00:00,40.7025,-70.77214,6,12,2,"(1.5,3]"
EN617,2018-07-21 11:16:37+00:00,40.7025,-70.77214,6,13,1,"(1.5,3]"
EN617,2018-07-21 12:44:37+00:00,40.69894,-70.99246,7,1,20,"(19.5,21]"
EN617,2018-07-21 12:44:47+00:00,40.69898,-70.99244,7,2,20,"(19.5,21]"
EN617,2018-07-21 12:48:44+00:00,40.69996,-70.99186,7,3,1,"(0,1.5]"
EN617,2018-07-21 12:48:56+00:00,40.69999,-70.99182,7,4,2,"(0,1.5]"
EN617,2018-07-21 12:49:06+00:00,40.70002,-70.9918,7,5,1,"(0,1.5]"
EN617,2018-07-21 12:49:12+00:00,40.70004,-70.99176,7,6,1,"(0,1.5]"
EN617,2018-07-21 12:49:19+00:00,40.70006,-70.99175,7,7,1,"(0,1.5]"
EN617,2018-07-21 12:49:26+00:00,40.7001,-70.99172,7,8,2,"(0,1.5]"
EN617,2018-07-21 12:49:32+00:00,40.70013,-70.9917,7,9,1,"(0,1.5]"
EN617,2018-07-21 12:49:39+00:00,40.70016,-70.99166,7,10,2,"(0,1.5]"
EN617,2018-07-21 12:49:45+00:00,40.70018,-70.99166,7,11,2,"(0,1.5]"
EN617,2018-07-21 12:49:52+00:00,40.7002,-70.99164,7,12,2,"(0,1.5]"
EN617,2018-07-21 12:50:09+00:00,40.70024,-70.9916,7,13,1,"(0,1.5]"
EN617,2018-07-21 14:57:09+00:00,40.69956,-70.87992,8,1,59,"(58.5,60]"
EN617,2018-07-21 14:57:28+00:00,40.6996,-70.8799,8,2,59,"(58.5,60]"
EN617,2018-07-21 15:01:47+00:00,40.70024,-70.8792,8,3,44,"(43.5,45]"
EN617,2018-07-21 15:02:02+00:00,40.70028,-70.87915,8,4,44,"(43.5,45]"
EN617,2018-07-21 15:02:16+00:00,40.70032,-70.8791,8,5,44,"(43.5,45]"
EN617,2018-07-21 15:04:36+00:00,40.70063,-70.87856,8,6,24,"(22.5,24]"
EN617,2018-07-21 15:04:49+00:00,40.70066,-70.87851,8,7,24,"(22.5,24]"
EN617,2018-07-21 15:05:02+00:00,40.7007,-70.87846,8,8,24,"(22.5,24]"
EN617,2018-07-21 15:05:16+00:00,40.70072,-70.8784,8,9,24,"(22.5,24]"
EN617,2018-07-21 15:08:08+00:00,40.70112,-70.87778,8,10,18,"(16.5,18]"
EN617,2018-07-21 15:08:24+00:00,40.70114,-70.8777,8,11,18,"(16.5,18]"
EN617,2018-07-21 15:10:25+00:00,40.70142,-70.87727,8,12,12,"(10.5,12]"
EN617,2018-07-21 15:10:36+00:00,40.70146,-70.87723,8,13,12,"(10.5,12]"
EN617,2018-07-21 15:10:49+00:00,40.7015,-70.8772,8,14,12,"(10.5,12]"
EN617,2018-07-21 15:12:54+00:00,40.70185,-70.87676,8,15,2,"(1.5,3]"
EN617,2018-07-21 15:13:12+00:00,40.7019,-70.87668,8,16,2,"(1.5,3]"
EN617,2018-07-21 15:13:26+00:00,40.70194,-70.8766,8,17,2,"(1.5,3]"
EN617,2018-07-21 15:13:40+00:00,40.70196,-70.87654,8,18,2,"(1.5,3]"
EN617,2018-07-21 15:13:54+00:00,40.70198,-70.87649,8,19,2,"(1.5,3]"
EN617,2018-07-21 15:14:04+00:00,40.702,-70.87644,8,20,2,"(1.5,3]"
EN617,2018-07-21 15:14:16+00:00,40.70202,-70.8764,8,21,2,"(1.5,3]"
EN617,2018-07-21 15:14:28+00:00,40.70204,-70.87635,8,22,2,"(1.5,3]"
EN617,2018-07-21 15:14:40+00:00,40.70206,-70.87632,8,23,2,"(1.5,3]"
EN617,2018-07-21 15:14:50+00:00,40.70208,-70.87628,8,24,2,"(1.5,3]"
EN617,2018-07-21 17:28:46+00:00,40.51833,-70.88108,9,1,72,"(70.5,72]"
EN617,2018-07-21 17:28:57+00:00,40.51838,-70.88108,9,2,72,"(70.5,72]"
EN617,2018-07-21 17:31:42+00:00,40.51916,-70.88112,9,3,46,"(45,46.5]"
EN617,2018-07-21 17:31:51+00:00,40.5192,-70.88114,9,4,46,"(45,46.5]"
EN617,2018-07-21 17:33:28+00:00,40.51965,-70.88118,9,5,35,"(34.5,36]"
EN617,2018-07-21 17:33:35+00:00,40.5197,-70.88118,9,6,35,"(34.5,36]"
EN617,2018-07-21 17:35:45+00:00,40.5203,-70.88122,9,7,20,"(18,19.5]"
EN617,2018-07-21 17:35:52+00:00,40.52033,-70.8812,9,8,19,"(18,19.5]"
EN617,2018-07-21 17:37:33+00:00,40.52082,-70.88122,9,9,14,"(13.5,15]"
EN617,2018-07-21 17:37:40+00:00,40.52084,-70.88122,9,10,14,"(13.5,15]"
EN617,2018-07-21 17:39:41+00:00,40.52142,-70.88128,9,11,4,"(3,4.5]"
EN617,2018-07-21 17:39:47+00:00,40.52146,-70.88128,9,12,4,"(3,4.5]"
EN617,2018-07-21 17:39:54+00:00,40.5215,-70.88128,9,13,4,"(3,4.5]"
EN617,2018-07-21 17:40:01+00:00,40.52153,-70.88128,9,14,4,"(3,4.5]"
EN617,2018-07-21 17:40:09+00:00,40.52156,-70.88128,9,15,4,"(3,4.5]"
EN617,2018-07-21 21:46:29+00:00,40.36578,-70.77014,10,1,46,"(45,46.5]"
EN617,2018-07-21 21:46:37+00:00,40.3658,-70.77014,10,2,46,"(45,46.5]"
EN617,2018-07-21 21:48:43+00:00,40.36614,-70.76962,10,3,17,"(16.5,18]"
EN617,2018-07-21 21:48:52+00:00,40.36618,-70.76956,10,4,17,"(16.5,18]"
EN617,2018-07-21 21:50:12+00:00,40.36651,-70.7689,10,5,7,"(6,7.5]"
EN617,2018-07-21 21:50:19+00:00,40.36653,-70.76885,10,6,8,"(6,7.5]"
EN617,2018-07-21 23:24:05+00:00,40.36632,-70.9887,11,1,31,"(30,31.5]"
EN617,2018-07-21 23:24:14+00:00,40.36638,-70.98872,11,2,31,"(30,31.5]"
EN617,2018-07-21 23:26:05+00:00,40.3667,-70.9886,11,3,17,"(16.5,18]"
EN617,2018-07-21 23:26:13+00:00,40.3667,-70.9886,11,4,17,"(16.5,18]"
EN617,2018-07-21 23:27:53+00:00,40.36684,-70.9889,11,5,5,"(4.5,6]"
EN617,2018-07-21 23:28:00+00:00,40.36686,-70.98892,11,6,5,"(4.5,6]"
EN617,2018-07-22 02:14:34+00:00,40.36728,-70.88918,12,1,88,"(87,88.5]"
EN617,2018-07-22 02:14:42+00:00,40.36732,-70.88918,12,2,89,"(87,88.5]"
EN617,2018-07-22 02:16:03+00:00,40.36758,-70.88932,12,3,74,"(73.5,75]"
EN617,2018-07-22 02:16:11+00:00,40.3676,-70.88934,12,4,75,"(73.5,75]"
EN617,2018-07-22 02:18:05+00:00,40.36806,-70.88951,12,5,50,"(49.5,51]"
EN617,2018-07-22 02:18:13+00:00,40.36808,-70.8895,12,6,50,"(49.5,51]"
EN617,2018-07-22 02:20:06+00:00,40.36836,-70.88934,12,7,40,"(39,40.5]"
EN617,2018-07-22 02:20:14+00:00,40.36838,-70.88932,12,8,40,"(39,40.5]"
EN617,2018-07-22 02:20:21+00:00,40.3684,-70.8893,12,9,40,"(39,40.5]"
EN617,2018-07-22 02:22:04+00:00,40.3687,-70.88926,12,10,28,"(27,28.5]"
EN617,2018-07-22 02:22:11+00:00,40.36874,-70.88926,12,11,28,"(27,28.5]"
EN617,2018-07-22 02:22:18+00:00,40.36875,-70.88926,12,12,28,"(27,28.5]"
EN617,2018-07-22 02:22:26+00:00,40.36878,-70.88926,12,13,28,"(27,28.5]"
EN617,2018-07-22 02:24:14+00:00,40.3691,-70.88928,12,14,20,"(19.5,21]"
EN617,2018-07-22 02:24:25+00:00,40.36914,-70.88929,12,15,20,"(19.5,21]"
EN617,2018-07-22 02:25:50+00:00,40.36936,-70.88922,12,16,14,"(13.5,15]"
EN617,2018-07-22 02:25:56+00:00,40.36938,-70.88922,12,17,14,"(13.5,15]"
EN617,2018-07-22 02:26:04+00:00,40.36938,-70.88922,12,18,14,"(13.5,15]"
EN617,2018-07-22 02:26:11+00:00,40.3694,-70.88924,12,19,14,"(13.5,15]"
EN617,2018-07-22 02:27:54+00:00,40.36966,-70.88926,12,20,4,"(3,4.5]"
EN617,2018-07-22 02:28:00+00:00,40.36968,-70.88926,12,21,4,"(3,4.5]"
EN617,2018-07-22 02:28:08+00:00,40.36972,-70.88926,12,22,4,"(3,4.5]"
EN617,2018-07-22 02:28:14+00:00,40.36974,-70.88927,12,23,4,"(3,4.5]"
EN617,2018-07-22 02:28:22+00:00,40.36976,-70.88928,12,24,4,"(3,4.5]"
EN617,2018-07-22 05:09:00+00:00,40.23672,-70.89158,13,1,123,"(122,123]"
EN617,2018-07-22 05:09:11+00:00,40.23676,-70.89156,13,2,123,"(122,123]"
EN617,2018-07-22 05:10:56+00:00,40.23722,-70.8915,13,3,111,"(110,111]"
EN617,2018-07-22 05:11:07+00:00,40.23726,-70.8915,13,4,111,"(110,111]"
EN617,2018-07-22 05:13:05+00:00,40.23786,-70.89132,13,5,81,"(79.5,81]"
EN617,2018-07-22 05:13:17+00:00,40.23792,-70.8913,13,6,81,"(79.5,81]"
EN617,2018-07-22 05:15:19+00:00,40.23852,-70.89093,13,7,55,"(54,55.5]"
EN617,2018-07-22 05:15:27+00:00,40.23856,-70.8909,13,8,55,"(54,55.5]"
EN617,2018-07-22 05:16:58+00:00,40.23896,-70.89054,13,9,38,"(37.5,39]"
EN617,2018-07-22 05:17:07+00:00,40.239,-70.8905,13,10,38,"(37.5,39]"
EN617,2018-07-22 05:17:15+00:00,40.23903,-70.89048,13,11,38,"(37.5,39]"
EN617,2018-07-22 05:18:41+00:00,40.23944,-70.89016,13,12,32,"(31.5,33]"
EN617,2018-07-22 05:18:53+00:00,40.23948,-70.89012,13,13,31,"(31.5,33]"
EN617,2018-07-22 05:20:34+00:00,40.23997,-70.88964,13,14,21,"(19.5,21]"
EN617,2018-07-22 05:20:42+00:00,40.24,-70.88962,13,15,21,"(19.5,21]"
EN617,2018-07-22 05:23:24+00:00,40.24087,-70.88916,13,16,3,"(1.5,3]"
EN617,2018-07-22 05:23:34+00:00,40.24092,-70.88914,13,17,2,"(1.5,3]"
EN617,2018-07-22 05:23:45+00:00,40.24099,-70.88912,13,18,3,"(1.5,3]"
EN617,2018-07-22 05:24:05+00:00,40.24108,-70.88909,13,19,3,"(1.5,3]"
EN617,2018-07-22 09:06:02+00:00,40.1408,-70.75892,14,1,128,"(128,129]"
EN617,2018-07-22 09:06:18+00:00,40.14082,-70.75892,14,2,128,"(128,129]"
EN617,2018-07-22 09:08:52+00:00,40.14136,-70.75928,14,3,109,"(108,110]"
EN617,2018-07-22 09:09:09+00:00,40.14144,-70.7593,14,4,109,"(108,110]"
EN617,2018-07-22 09:12:04+00:00,40.142,-70.75862,14,5,80,"(79.5,81]"
EN617,2018-07-22 09:12:19+00:00,40.14204,-70.75856,14,6,80,"(79.5,81]"
EN617,2018-07-22 09:14:52+00:00,40.14249,-70.75835,14,7,61,"(60,61.5]"
EN617,2018-07-22 09:15:10+00:00,40.14254,-70.75846,14,8,61,"(60,61.5]"
EN617,2018-07-22 09:15:19+00:00,40.14258,-70.75851,14,9,61,"(60,61.5]"
EN617,2018-07-22 09:18:00+00:00,40.14332,-70.75908,14,10,38,"(37.5,39]"
EN617,2018-07-22 09:18:09+00:00,40.14338,-70.7591,14,11,39,"(37.5,39]"
EN617,2018-07-22 09:18:18+00:00,40.14342,-70.75912,14,12,39,"(37.5,39]"
EN617,2018-07-22 09:20:38+00:00,40.14404,-70.7594,14,13,29,"(28.5,30]"
EN617,2018-07-22 09:20:47+00:00,40.14408,-70.75944,14,14,30,"(28.5,30]"
EN617,2018-07-22 09:23:08+00:00,40.14476,-70.75983,14,15,17,"(16.5,18]"
EN617,2018-07-22 09:23:17+00:00,40.14481,-70.75986,14,16,17,"(16.5,18]"
EN617,2018-07-22 09:26:08+00:00,40.14539,-70.75942,14,17,6,"(4.5,6]"
EN617,2018-07-22 09:26:23+00:00,40.14536,-70.7594,14,18,6,"(4.5,6]"
EN617,2018-07-22 09:26:32+00:00,40.14534,-70.75936,14,19,6,"(4.5,6]"
EN617,2018-07-22 09:26:45+00:00,40.14532,-70.75937,14,20,7,"(4.5,6]"
EN617,2018-07-22 09:26:55+00:00,40.1453,-70.75938,14,21,7,"(4.5,6]"
EN617,2018-07-22 09:27:03+00:00,40.1453,-70.7594,14,22,6,"(4.5,6]"
EN617,2018-07-22 09:27:13+00:00,40.14528,-70.7594,14,23,6,"(4.5,6]"
EN617,2018-07-22 09:27:22+00:00,40.14528,-70.75944,14,24,7,"(4.5,6]"
EN617,2018-07-22 13:47:44+00:00,40.0915,-70.77935,15,1,37,"(33,34.5]"
EN617,2018-07-22 13:48:04+00:00,40.09147,-70.77932,15,2,34,"(33,34.5]"
EN617,2018-07-22 13:51:29+00:00,40.09012,-70.77852,15,3,2,"(1.5,3]"
EN617,2018-07-22 13:51:43+00:00,40.09001,-70.77848,15,4,3,"(1.5,3]"
EN617,2018-07-22 15:57:57+00:00,40.09409,-70.99144,16,1,32,"(31.5,33]"
EN617,2018-07-22 15:58:11+00:00,40.09406,-70.99138,16,2,32,"(31.5,33]"
EN617,2018-07-22 16:00:53+00:00,40.09364,-70.99086,16,3,4,"(3,4.5]"
EN617,2018-07-22 16:01:08+00:00,40.09358,-70.99076,16,4,6,"(3,4.5]"
EN617,2018-07-22 18:25:40+00:00,40.09799,-70.87382,17,1,144,"(142,144]"
EN617,2018-07-22 18:25:49+00:00,40.09798,-70.87378,17,2,145,"(142,144]"
EN617,2018-07-22 18:28:32+00:00,40.09774,-70.8732,17,3,99,"(97.5,99]"
EN617,2018-07-22 18:28:40+00:00,40.09772,-70.87316,17,4,99,"(97.5,99]"
EN617,2018-07-22 18:31:56+00:00,40.09717,-70.87218,17,5,57,"(55.5,57]"
EN617,2018-07-22 18:32:05+00:00,40.09714,-70.87216,17,6,57,"(55.5,57]"
EN617,2018-07-22 18:33:34+00:00,40.09692,-70.87189,17,7,42,"(40.5,42]"
EN617,2018-07-22 18:33:40+00:00,40.0969,-70.87188,17,8,42,"(40.5,42]"
EN617,2018-07-22 18:33:47+00:00,40.09688,-70.87184,17,9,42,"(40.5,42]"
EN617,2018-07-22 18:34:51+00:00,40.09676,-70.87157,17,10,30,"(28.5,30]"
EN617,2018-07-22 18:34:57+00:00,40.09673,-70.87155,17,11,30,"(28.5,30]"
EN617,2018-07-22 18:35:05+00:00,40.09673,-70.8715,17,12,31,"(30,31.5]"
EN617,2018-07-22 18:36:14+00:00,40.0966,-70.87122,17,13,21,"(19.5,21]"
EN617,2018-07-22 18:36:21+00:00,40.09658,-70.87122,17,14,21,"(19.5,21]"
EN617,2018-07-22 18:37:04+00:00,40.09648,-70.8711,17,15,14,"(13.5,15]"
